time,x,y
0.000000000000000000e+00,2.090812500000000185e+00,-4.062361111111110201e-01
1.669300000000362161e-02,2.186020833333333080e+00,-2.691666666666669983e-02
3.326400000000262480e-02,2.142833333333333368e+00,2.997222222222228893e-02
4.986599999998020394e-02,2.086520833333333158e+00,5.029166666666673446e-02
6.655899999998382555e-02,1.686187499999999950e+00,-1.831944444444455478e-02
8.325199999998744715e-02,1.713000000000000078e+00,4.531944444444446773e-02
9.988400000000297041e-02,6.401770833333333410e-01,3.238611111111111551e-01
1.164550000000019736e-01,1.871958333333333169e+00,4.287499999999999645e-02
1.331179999999960728e-01,2.060947916666666657e+00,1.216388888888889630e-01
1.496889999999950760e-01,2.270177083333333012e+00,3.473333333333332718e-01
1.664119999999797983e-01,6.200104166666666750e-01,-1.129611111111111121e+00
1.829529999999977008e-01,2.310375000000000068e+00,3.708611111111110858e-01
1.995849999999848023e-01,2.562760416666666874e+00,5.337777777777777954e-01
2.162170000000003256e-01,6.124687500000000062e-01,-1.333722222222222253e+00
2.330019999999990432e-01,3.219020833333333442e+00,9.475277777777777466e-01
2.495729999999980464e-01,3.219885416666666611e+00,9.473055555555555118e-01
2.663579999999967640e-01,3.367333333333333290e+00,1.097208333333333341e+00
2.828679999999792471e-01,4.014864583333332959e+00,1.536888888888888971e+00
2.994689999999877728e-01,6.266979166666666323e-01,-1.357430555555555252e+00
3.161010000000032960e-01,6.670520833333333233e-01,4.757916666666666128e-01
3.327639999999973952e-01,6.687291666666667078e-01,4.916805555555555651e-01
3.493649999999774991e-01,6.678020833333333517e-01,5.018333333333333535e-01
3.660280000000000200e-01,6.705520833333333819e-01,4.943333333333334023e-01
3.826599999999871216e-01,6.690104166666667185e-01,4.869861111111111196e-01
3.994139999999788415e-01,2.676250000000000018e-01,5.773194444444444962e-01
4.159849999999778447e-01,6.701041666666666119e-01,5.039722222222222658e-01
4.325869999999838456e-01,6.672395833333333304e-01,5.258194444444443949e-01
4.492189999999993688e-01,6.672499999999998987e-01,5.231527777777777999e-01
4.659120000000029904e-01,6.358750000000000790e-01,-1.211208333333333442e+00
