time,right pupil diameter,left pupil diameter
0.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.669300000000362161e-02,3.160000000000000142e+00,4.219999999999999751e+00
3.326400000000262480e-02,2.700000000000000178e+00,4.240000000000000213e+00
4.986599999998020394e-02,0.000000000000000000e+00,4.240000000000000213e+00
6.655899999998382555e-02,2.740000000000000213e+00,4.200000000000000178e+00
8.325199999998744715e-02,3.000000000000000000e+00,4.280000000000000249e+00
9.988400000000297041e-02,0.000000000000000000e+00,4.259999999999999787e+00
1.164550000000019736e-01,3.160000000000000142e+00,4.240000000000000213e+00
1.331179999999960728e-01,3.140000000000000124e+00,4.259999999999999787e+00
1.496889999999950760e-01,3.080000000000000071e+00,4.219999999999999751e+00
1.664119999999797983e-01,2.879999999999999893e+00,4.240000000000000213e+00
1.829529999999977008e-01,2.939999999999999947e+00,4.240000000000000213e+00
1.995849999999848023e-01,3.040000000000000036e+00,4.219999999999999751e+00
2.162170000000003256e-01,3.060000000000000053e+00,4.179999999999999716e+00
2.330019999999990432e-01,2.919999999999999929e+00,4.179999999999999716e+00
2.495729999999980464e-01,2.879999999999999893e+00,4.200000000000000178e+00
2.663579999999967640e-01,2.919999999999999929e+00,4.120000000000000107e+00
2.828679999999792471e-01,2.899999999999999911e+00,4.160000000000000142e+00
2.994689999999877728e-01,3.040000000000000036e+00,4.160000000000000142e+00
3.161010000000032960e-01,0.000000000000000000e+00,4.120000000000000107e+00
3.327639999999973952e-01,0.000000000000000000e+00,4.059999999999999609e+00
3.493649999999774991e-01,0.000000000000000000e+00,4.040000000000000036e+00
3.660280000000000200e-01,0.000000000000000000e+00,4.080000000000000071e+00
3.826599999999871216e-01,0.000000000000000000e+00,4.099999999999999645e+00
3.994139999999788415e-01,2.500000000000000000e+00,4.059999999999999609e+00
4.159849999999778447e-01,0.000000000000000000e+00,4.080000000000000071e+00
4.325869999999838456e-01,0.000000000000000000e+00,4.019999999999999574e+00
4.492189999999993688e-01,0.000000000000000000e+00,4.019999999999999574e+00
4.659120000000029904e-01,2.819999999999999840e+00,4.019999999999999574e+00
4.824830000000019936e-01,0.000000000000000000e+00,4.040000000000000036e+00
4.991149999999890952e-01,2.839999999999999858e+00,4.040000000000000036e+00
5.157169999999950960e-01,2.979999999999999982e+00,4.019999999999999574e+00
5.323489999999821976e-01,2.839999999999999858e+00,3.979999999999999982e+00
5.491030000000023392e-01,0.000000000000000000e+00,3.959999999999999964e+00
5.658269999999845368e-01,3.080000000000000071e+00,4.000000000000000000e+00
5.823670000000049640e-01,3.060000000000000053e+00,4.000000000000000000e+00
