time,x,y
0.000000000000000000e+00,4.371249999999999858e-01,2.465138888888889213e-01
1.660100000026432099e-02,4.556874999999999676e-01,5.822500000000000453e-01
3.323300000010931399e-02,4.685937500000000311e-01,4.011805555555555403e-01
4.992599999968660995e-02,4.623645833333333566e-01,1.025833333333333597e-01
6.674099999963800656e-02,4.630208333333333259e-01,8.580555555555546832e-02
8.328199999959906563e-02,4.706875000000000364e-01,1.129305555555555340e-01
9.991400000035355333e-02,4.741979166666666634e-01,1.216805555555555696e-01
1.166069999999308493e-01,4.760312500000000169e-01,1.084583333333333233e-01
1.331479999998919084e-01,4.800520833333333792e-01,1.133750000000000036e-01
1.498099999998885323e-01,4.845104166666666656e-01,1.060972222222221761e-01
1.663810000000012224e-01,4.896979166666666772e-01,1.009027777777777857e-01
1.830739999995785183e-01,4.946875000000000022e-01,9.013888888888887951e-02
1.995839999999589054e-01,4.984166666666666745e-01,7.201388888888893280e-02
2.163389999996070401e-01,5.001354166666666101e-01,9.656944444444437448e-02
2.329710000003615278e-01,5.069479166666667203e-01,7.624999999999992895e-02
2.495719999997163541e-01,5.112916666666665888e-01,8.861111111111108496e-02
2.662959999997838167e-01,5.159895833333333348e-01,7.550000000000001155e-02
2.830500000000029104e-01,5.173229166666666323e-01,8.768055555555553937e-02
2.994989999997414998e-01,5.218854166666666572e-01,1.049027777777777892e-01
3.161010000003443565e-01,5.244062499999999627e-01,9.623611111111107785e-02
3.327630000003409805e-01,5.252083333333332771e-01,9.380555555555547542e-02
3.493340000004536705e-01,5.296041666666666536e-01,9.908333333333341209e-02
3.660579999996116385e-01,5.288437499999999458e-01,9.301388888888895146e-02
3.827510000000984292e-01,5.309479166666666305e-01,1.057777777777777484e-01
3.993529999997917912e-01,5.325520833333333703e-01,1.049722222222222445e-01
4.158930000003238092e-01,5.312395833333333206e-01,1.023055555555555385e-01
4.326170000003912719e-01,5.292916666666667158e-01,9.108333333333340498e-02
4.492490000002362649e-01,5.360208333333333908e-01,1.180000000000001048e-01
4.658499999995910912e-01,5.347395833333333792e-01,1.132916666666667904e-01
4.825129999999262509e-01,5.357395833333332691e-01,1.143055555555554381e-01
4.992670000001453445e-01,5.407916666666666705e-01,1.275972222222222507e-01
5.157769999996162369e-01,5.426041666666666652e-01,1.357361111111111684e-01
5.323790000002190936e-01,5.443958333333333011e-01,1.330972222222223111e-01
5.490719999997963896e-01,5.496354166666665986e-01,1.347638888888889053e-01
5.657339999997930136e-01,6.073749999999999982e-01,1.327500000000000346e-01
5.824890000003506429e-01,6.396041666666666403e-01,1.500277777777777599e-01
5.990600000004633330e-01,6.396666666666667167e-01,1.537916666666666599e-01
6.155699999999342253e-01,6.416666666666667185e-01,1.564444444444443860e-01
6.322319999999308493e-01,6.434479166666666750e-01,1.556944444444444686e-01
6.489250000004176400e-01,6.449583333333333002e-01,1.587222222222222090e-01
6.654959999996208353e-01,6.448020833333333313e-01,1.635555555555555651e-01
6.821890000001076260e-01,6.463020833333333881e-01,1.608055555555555349e-01
6.989739999999073916e-01,6.460624999999999840e-01,1.643055555555554825e-01
7.155149999998684507e-01,6.460520833333334156e-01,1.656944444444443665e-01
7.321469999997134437e-01,6.486354166666666865e-01,1.608611111111112324e-01
7.487479999999777647e-01,6.502395833333333153e-01,1.611666666666665693e-01
7.654720000000452274e-01,6.520833333333333481e-01,1.562777777777777377e-01
7.821039999998902204e-01,6.530729166666666696e-01,1.528194444444443967e-01
7.988279999999576830e-01,6.574062499999999698e-01,1.492777777777778425e-01
8.151850000003832974e-01,6.582500000000000018e-01,1.478333333333333721e-01
8.319700000001830631e-01,6.566458333333333730e-01,1.518194444444443958e-01
8.485710000004473841e-01,6.571770833333333561e-01,1.496388888888888768e-01
8.656309999996665283e-01,6.578645833333333082e-01,1.488472222222221308e-01
8.819579999999405118e-01,6.578645833333333082e-01,1.397638888888889097e-01
8.984680000003208988e-01,6.569374999999999520e-01,1.414999999999999591e-01
9.151000000001658918e-01,6.566354166666666936e-01,1.356388888888888644e-01
9.317620000001625158e-01,6.549375000000000613e-01,1.381111111111111844e-01
9.483940000000075088e-01,6.555208333333333304e-01,1.258333333333333526e-01
9.650259999998525018e-01,6.442812500000000275e-01,1.118749999999999467e-01
9.817199999997683335e-01,6.322812500000000169e-01,8.941666666666669983e-02
9.982300000001487206e-01,6.277187499999999920e-01,7.452777777777774837e-02
1.014861999999993714e+00,6.323645833333333410e-01,8.522222222222219923e-02
1.031616000000212807e+00,6.297812500000000702e-01,8.673611111111112493e-02
1.048278000000209431e+00,6.297083333333333144e-01,8.536111111111110983e-02
1.065032000000428525e+00,6.305104166666666288e-01,8.252777777777775547e-02
1.081603999999970256e+00,6.285312499999999858e-01,8.637500000000009059e-02
1.098143999999592779e+00,6.282812500000000133e-01,9.001388888888883777e-02
1.114867999999660242e+00,6.292812500000000142e-01,8.159722222222220989e-02
1.131378000000040629e+00,6.289791666666667558e-01,8.091666666666663676e-02
1.148009999999885622e+00,6.274999999999999467e-01,8.365277777777779811e-02
1.164703000000372413e+00,6.276354166666666679e-01,8.188888888888889994e-02
1.181365999999798078e+00,6.255520833333333419e-01,8.766666666666667052e-02
1.197967000000062399e+00,6.267708333333333881e-01,8.818055555555559533e-02
1.214751999999862164e+00,6.268749999999999600e-01,8.361111111111119154e-02
1.231262000000242551e+00,6.257500000000000284e-01,8.036111111111110539e-02
1.247862999999597378e+00,6.248749999999999583e-01,8.308333333333339787e-02
1.265013999999609950e+00,6.243437499999999751e-01,7.622222222222219123e-02
1.281280000000151631e+00,6.238229166666666714e-01,7.420833333333320958e-02
1.297821000000112690e+00,6.194583333333333330e-01,7.679166666666659147e-02
