time,right pupil diameter,left pupil diameter
0.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.663199999998710155e-02,2.640000000000000124e+00,2.759999999999999787e+00
3.323299999999562715e-02,2.720000000000000195e+00,2.640000000000000124e+00
5.004799999997544546e-02,2.660000000000000142e+00,2.640000000000000124e+00
6.662000000000034561e-02,2.700000000000000178e+00,2.620000000000000107e+00
8.322099999998044950e-02,2.779999999999999805e+00,2.640000000000000124e+00
9.985299999999597276e-02,2.720000000000000195e+00,2.439999999999999947e+00
1.164849999999830743e-01,2.680000000000000160e+00,2.799999999999999822e+00
1.331169999999985976e-01,2.660000000000000142e+00,2.740000000000000213e+00
1.498100000000022192e-01,2.700000000000000178e+00,2.799999999999999822e+00
1.663810000000012224e-01,2.700000000000000178e+00,2.819999999999999840e+00
1.829829999999788015e-01,2.740000000000000213e+00,2.819999999999999840e+00
1.997369999999989432e-01,2.740000000000000213e+00,2.819999999999999840e+00
2.163389999999765223e-01,2.740000000000000213e+00,2.799999999999999822e+00
2.330319999999801439e-01,2.759999999999999787e+00,2.819999999999999840e+00
2.496639999999956672e-01,2.799999999999999822e+00,2.839999999999999858e+00
2.663269999999897664e-01,2.799999999999999822e+00,2.819999999999999840e+00
2.828979999999887696e-01,2.819999999999999840e+00,2.819999999999999840e+00
2.994989999999972952e-01,2.819999999999999840e+00,2.819999999999999840e+00
3.161010000000032960e-01,2.839999999999999858e+00,2.839999999999999858e+00
3.327629999999999200e-01,2.839999999999999858e+00,2.879999999999999893e+00
3.493649999999774991e-01,2.839999999999999858e+00,2.899999999999999911e+00
3.661499999999762167e-01,2.859999999999999876e+00,2.919999999999999929e+00
3.827509999999847423e-01,2.879999999999999893e+00,2.879999999999999893e+00
3.993830000000002656e-01,2.899999999999999911e+00,2.819999999999999840e+00
4.159849999999778447e-01,2.899999999999999911e+00,2.859999999999999876e+00
4.326470000000028904e-01,2.839999999999999858e+00,2.879999999999999893e+00
4.492489999999804695e-01,2.899999999999999911e+00,2.879999999999999893e+00
4.659419999999840911e-01,2.919999999999999929e+00,2.899999999999999911e+00
4.825439999999900920e-01,2.859999999999999876e+00,2.939999999999999947e+00
4.991149999999890952e-01,2.859999999999999876e+00,2.959999999999999964e+00
5.157469999999761967e-01,2.879999999999999893e+00,2.979999999999999982e+00
5.325009999999963384e-01,2.899999999999999911e+00,3.000000000000000000e+00
5.491019999999764423e-01,2.919999999999999929e+00,3.000000000000000000e+00
5.657649999999989632e-01,2.939999999999999947e+00,3.020000000000000018e+00
5.823969999999860647e-01,2.959999999999999964e+00,3.020000000000000018e+00
5.989989999999920656e-01,2.959999999999999964e+00,3.000000000000000000e+00
6.156309999999791671e-01,2.959999999999999964e+00,3.040000000000000036e+00
6.322629999999946904e-01,2.959999999999999964e+00,2.979999999999999982e+00
6.488640000000032160e-01,2.979999999999999982e+00,3.040000000000000036e+00
6.655269999999973152e-01,2.959999999999999964e+00,2.979999999999999982e+00
6.822809999999890351e-01,2.879999999999999893e+00,2.979999999999999982e+00
6.988519999999880383e-01,2.979999999999999982e+00,2.979999999999999982e+00
7.154840000000035616e-01,2.979999999999999982e+00,2.979999999999999982e+00
7.321769999999787615e-01,2.979999999999999982e+00,3.000000000000000000e+00
7.488400000000012824e-01,2.979999999999999982e+00,2.979999999999999982e+00
7.654419999999788615e-01,2.979999999999999982e+00,2.979999999999999982e+00
7.820739999999943848e-01,2.959999999999999964e+00,2.979999999999999982e+00
7.986750000000029104e-01,2.959999999999999964e+00,2.959999999999999964e+00
8.152769999999804895e-01,2.959999999999999964e+00,2.959999999999999964e+00
8.318779999999890151e-01,2.939999999999999947e+00,2.979999999999999982e+00
8.486019999999996344e-01,2.919999999999999929e+00,2.959999999999999964e+00
8.652339999999867359e-01,2.899999999999999911e+00,2.959999999999999964e+00
8.818660000000022592e-01,2.879999999999999893e+00,2.939999999999999947e+00
8.985289999999963584e-01,2.839999999999999858e+00,2.959999999999999964e+00
9.151609999999834599e-01,2.899999999999999911e+00,2.959999999999999964e+00
9.317619999999919855e-01,2.919999999999999929e+00,2.899999999999999911e+00
9.483939999999790871e-01,2.899999999999999911e+00,2.879999999999999893e+00
9.650259999999946103e-01,2.799999999999999822e+00,2.939999999999999947e+00
9.816280000000006112e-01,2.799999999999999822e+00,2.939999999999999947e+00
