event strings
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
-
-
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
