time,right pupil diameter,left pupil diameter
0.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.660100000003694731e-02,4.639999999999999680e+00,4.599999999999999645e+00
3.326399999991735967e-02,4.740000000000000213e+00,4.540000000000000036e+00
5.007900000009612995e-02,4.759999999999999787e+00,4.540000000000000036e+00
6.649700000002667366e-02,4.799999999999999822e+00,4.500000000000000000e+00
8.315999999990708602e-02,4.780000000000000249e+00,4.500000000000000000e+00
9.976200000005519541e-02,4.879999999999999893e+00,4.500000000000000000e+00
1.163939999999001884e-01,4.879999999999999893e+00,4.500000000000000000e+00
1.331480000001192820e-01,4.879999999999999893e+00,4.519999999999999574e+00
1.497489999999288557e-01,4.860000000000000320e+00,4.480000000000000426e+00
1.663510000000769651e-01,4.820000000000000284e+00,4.540000000000000036e+00
1.829219999999622814e-01,4.799999999999999822e+00,4.480000000000000426e+00
1.996460000000297441e-01,4.879999999999999893e+00,4.459999999999999964e+00
2.162470000000666914e-01,4.799999999999999822e+00,4.500000000000000000e+00
2.328789999999116844e-01,4.740000000000000213e+00,4.599999999999999645e+00
2.494810000000597938e-01,4.879999999999999893e+00,4.500000000000000000e+00
2.660820000000967411e-01,4.820000000000000284e+00,4.480000000000000426e+00
2.826840000000174769e-01,4.839999999999999858e+00,4.519999999999999574e+00
2.993469999998978892e-01,4.879999999999999893e+00,4.459999999999999964e+00
3.161010000001169828e-01,4.860000000000000320e+00,4.599999999999999645e+00
3.327630000001136068e-01,4.839999999999999858e+00,4.580000000000000071e+00
3.493339999999989232e-01,4.780000000000000249e+00,4.519999999999999574e+00
3.659359999999196589e-01,4.780000000000000249e+00,4.500000000000000000e+00
3.825679999999920256e-01,4.820000000000000284e+00,4.519999999999999574e+00
3.992310000000998116e-01,4.919999999999999929e+00,4.540000000000000036e+00
4.158930000000964355e-01,4.919999999999999929e+00,4.540000000000000036e+00
4.325249999999414285e-01,4.879999999999999893e+00,4.559999999999999609e+00
4.491270000000895379e-01,4.919999999999999929e+00,4.580000000000000071e+00
4.658810000000812579e-01,5.059999999999999609e+00,4.440000000000000391e+00
4.824830000000019936e-01,5.040000000000000036e+00,4.419999999999999929e+00
4.991150000000743603e-01,4.799999999999999822e+00,4.580000000000000071e+00
5.157160000001113076e-01,4.799999999999999822e+00,4.440000000000000391e+00
5.326529999999820575e-01,0.000000000000000000e+00,4.480000000000000426e+00
5.489800000000286673e-01,4.900000000000000355e+00,4.580000000000000071e+00
5.657340000000203872e-01,4.879999999999999893e+00,4.580000000000000071e+00
5.822140000000217697e-01,4.820000000000000284e+00,4.459999999999999964e+00
5.989070000000538130e-01,4.919999999999999929e+00,4.580000000000000071e+00
6.154779999999391293e-01,4.900000000000000355e+00,4.559999999999999609e+00
6.322319999999308493e-01,4.879999999999999893e+00,4.580000000000000071e+00
6.488950000000386353e-01,4.839999999999999858e+00,4.599999999999999645e+00
6.654659999999239517e-01,4.799999999999999822e+00,4.580000000000000071e+00
6.820669999999608990e-01,4.900000000000000355e+00,4.580000000000000071e+00
6.986999999999170541e-01,4.919999999999999929e+00,4.580000000000000071e+00
7.153319999999894208e-01,4.879999999999999893e+00,4.599999999999999645e+00
7.319939999999860447e-01,4.959999999999999964e+00,4.580000000000000071e+00
7.486570000000938307e-01,5.059999999999999609e+00,4.480000000000000426e+00
7.652279999999791471e-01,5.099999999999999645e+00,4.540000000000000036e+00
7.819819999999708671e-01,0.000000000000000000e+00,4.580000000000000071e+00
7.986140000000432337e-01,5.019999999999999574e+00,4.639999999999999680e+00
8.152460000001156004e-01,5.059999999999999609e+00,4.599999999999999645e+00
8.318779999999605934e-01,5.019999999999999574e+00,4.620000000000000107e+00
8.485100000000329601e-01,4.980000000000000426e+00,4.620000000000000107e+00
8.651119999999536958e-01,4.360000000000000320e+00,4.599999999999999645e+00
8.817129999999906431e-01,4.919999999999999929e+00,4.519999999999999574e+00
8.983760000000984292e-01,4.299999999999999822e+00,4.459999999999999964e+00
9.150079999999434222e-01,4.440000000000000391e+00,4.500000000000000000e+00
9.316710000000512082e-01,4.440000000000000391e+00,4.580000000000000071e+00
9.484250000000429281e-01,4.500000000000000000e+00,4.599999999999999645e+00
9.649650000001201988e-01,4.400000000000000355e+00,4.519999999999999574e+00
9.815360000000055152e-01,0.000000000000000000e+00,2.839999999999999858e+00
9.982299999999213469e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.014861999999993714e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.031494000000066080e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.048156000000062704e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.064757999999983440e+00,2.040000000000000036e+00,2.660000000000000142e+00
1.081359000000020387e+00,0.000000000000000000e+00,3.339999999999999858e+00
1.097991999999976542e+00,5.379999999999999893e+00,3.540000000000000036e+00
1.114745999999968262e+00,0.000000000000000000e+00,4.280000000000000249e+00
1.131378000000040629e+00,5.299999999999999822e+00,4.080000000000000071e+00
1.147979000000077576e+00,4.379999999999999893e+00,4.599999999999999645e+00
1.164610999999922569e+00,4.740000000000000213e+00,4.440000000000000391e+00
1.181213000000070679e+00,4.780000000000000249e+00,4.379999999999999893e+00
1.197906000000102722e+00,4.620000000000000107e+00,4.559999999999999609e+00
1.214508000000023458e+00,4.839999999999999858e+00,4.620000000000000107e+00
1.231291999999939435e+00,4.780000000000000249e+00,4.620000000000000107e+00
1.247832999999900494e+00,4.740000000000000213e+00,4.599999999999999645e+00
1.264494999999897118e+00,5.179999999999999716e+00,4.459999999999999964e+00
1.281097000000045227e+00,5.000000000000000000e+00,4.440000000000000391e+00
1.297729000000117594e+00,5.019999999999999574e+00,4.440000000000000391e+00
1.314391999999998006e+00,5.019999999999999574e+00,4.459999999999999964e+00
1.330993000000034954e+00,4.959999999999999964e+00,4.440000000000000391e+00
1.347625000000107320e+00,5.019999999999999574e+00,4.459999999999999964e+00
1.364227000000028056e+00,5.059999999999999609e+00,4.620000000000000107e+00
1.380828000000065003e+00,4.959999999999999964e+00,4.559999999999999609e+00
1.397490999999945416e+00,5.019999999999999574e+00,4.459999999999999964e+00
1.414183999999977459e+00,5.019999999999999574e+00,4.440000000000000391e+00
1.430877000000009502e+00,5.080000000000000071e+00,4.580000000000000071e+00
1.447540000000117288e+00,5.000000000000000000e+00,4.580000000000000071e+00
1.464111000000002605e+00,4.980000000000000426e+00,4.480000000000000426e+00
1.480743000000074971e+00,4.980000000000000426e+00,4.580000000000000071e+00
1.497344999999995707e+00,4.980000000000000426e+00,4.480000000000000426e+00
1.513977000000068074e+00,5.040000000000000036e+00,4.580000000000000071e+00
1.530821999999943728e+00,5.059999999999999609e+00,4.500000000000000000e+00
1.547270999999909691e+00,5.059999999999999609e+00,4.519999999999999574e+00
1.563934000000017477e+00,5.059999999999999609e+00,4.559999999999999609e+00
1.580474000000094748e+00,5.080000000000000071e+00,4.500000000000000000e+00
1.597259000000121887e+00,4.900000000000000355e+00,4.540000000000000036e+00
