event strings
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Saccade
Saccade
Saccade
Saccade
Saccade
Saccade
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Fixation
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
Blink
