time,right pupil diameter,left pupil diameter
0.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.657100000011269003e-02,3.839999999999999858e+00,3.419999999999999929e+00
3.335500000002866727e-02,3.979999999999999982e+00,3.379999999999999893e+00
4.986499999995430699e-02,4.040000000000000036e+00,3.419999999999999929e+00
6.652799999983471935e-02,3.779999999999999805e+00,3.399999999999999911e+00
8.312999999998282874e-02,3.740000000000000213e+00,3.419999999999999929e+00
9.982300000001487206e-02,3.680000000000000160e+00,3.399999999999999911e+00
1.163940000001275621e-01,3.660000000000000142e+00,3.399999999999999911e+00
1.330560000001241860e-01,3.660000000000000142e+00,3.399999999999999911e+00
1.495970000000852451e-01,3.660000000000000142e+00,3.399999999999999911e+00
1.662900000001172884e-01,3.640000000000000124e+00,3.399999999999999911e+00
1.830439999998816347e-01,3.660000000000000142e+00,3.419999999999999929e+00
1.997679999999490974e-01,3.640000000000000124e+00,3.439999999999999947e+00
2.166139999999359134e-01,3.640000000000000124e+00,3.399999999999999911e+00
2.329399999998713611e-01,3.660000000000000142e+00,3.419999999999999929e+00
2.494809999998324201e-01,3.660000000000000142e+00,3.419999999999999929e+00
2.661130000001321605e-01,3.660000000000000142e+00,3.419999999999999929e+00
2.827149999998255225e-01,3.620000000000000107e+00,3.439999999999999947e+00
2.993470000001252629e-01,3.640000000000000124e+00,3.379999999999999893e+00
3.159789999999702559e-01,3.439999999999999947e+00,3.299999999999999822e+00
3.327020000001539302e-01,3.120000000000000107e+00,0.000000000000000000e+00
3.493339999999989232e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.659969999998793355e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.825990000000274449e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.992309999998724379e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.158320000001367589e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.324950000000171713e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.490959999998267449e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.657590000001619046e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.824520000001939479e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.991150000000743603e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.157770000000709842e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.323790000002190936e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.489800000000286673e-01,3.620000000000000107e+00,3.299999999999999822e+00
5.656130000002121960e-01,3.240000000000000213e+00,3.040000000000000036e+00
5.824579999998604762e-01,0.000000000000000000e+00,3.000000000000000000e+00
5.989070000000538130e-01,3.779999999999999805e+00,2.939999999999999947e+00
6.156000000000858563e-01,3.759999999999999787e+00,3.080000000000000071e+00
6.321100000000114960e-01,3.799999999999999822e+00,3.279999999999999805e+00
6.487120000001596054e-01,3.819999999999999840e+00,3.220000000000000195e+00
6.654969999999593711e-01,3.799999999999999822e+00,3.439999999999999947e+00
6.820980000002236920e-01,3.839999999999999858e+00,3.399999999999999911e+00
6.987300000000686850e-01,0.000000000000000000e+00,3.439999999999999947e+00
7.153929999999490974e-01,3.839999999999999858e+00,3.459999999999999964e+00
7.320549999999457214e-01,3.839999999999999858e+00,3.399999999999999911e+00
7.485959999999067804e-01,3.839999999999999858e+00,3.500000000000000000e+00
7.652280000002065208e-01,3.839999999999999858e+00,3.520000000000000018e+00
7.818299999998998828e-01,3.879999999999999893e+00,3.520000000000000018e+00
7.984919999998965068e-01,3.879999999999999893e+00,3.520000000000000018e+00
8.152159999999639695e-01,3.879999999999999893e+00,3.540000000000000036e+00
8.319390000001476437e-01,3.859999999999999876e+00,3.520000000000000018e+00
8.484800000001087028e-01,3.859999999999999876e+00,3.520000000000000018e+00
8.651119999999536958e-01,3.779999999999999805e+00,3.500000000000000000e+00
8.817439999997986888e-01,3.819999999999999840e+00,3.580000000000000071e+00
8.983760000000984292e-01,3.819999999999999840e+00,3.560000000000000053e+00
9.149779999997917912e-01,3.779999999999999805e+00,3.520000000000000018e+00
9.317320000000108848e-01,3.779999999999999805e+00,3.560000000000000053e+00
9.482419999999365245e-01,3.799999999999999822e+00,3.580000000000000071e+00
9.648440000000846339e-01,3.839999999999999858e+00,3.640000000000000124e+00
9.815979999998489802e-01,3.839999999999999858e+00,3.640000000000000124e+00
9.982599999998456042e-01,3.819999999999999840e+00,3.640000000000000124e+00
1.014923000000180764e+00,3.839999999999999858e+00,3.580000000000000071e+00
1.031676999999945110e+00,3.839999999999999858e+00,3.600000000000000089e+00
1.048126000000138447e+00,3.879999999999999893e+00,3.580000000000000071e+00
1.064757999999983440e+00,3.580000000000000071e+00,3.580000000000000071e+00
1.081389999999828433e+00,3.779999999999999805e+00,3.600000000000000089e+00
1.098022000000128173e+00,3.779999999999999805e+00,3.600000000000000089e+00
1.114623999999821535e+00,3.700000000000000178e+00,3.580000000000000071e+00
1.131256000000121276e+00,3.740000000000000213e+00,3.640000000000000124e+00
1.147980000000188738e+00,3.720000000000000195e+00,3.640000000000000124e+00
1.164580999999998312e+00,3.759999999999999787e+00,3.620000000000000107e+00
1.181305000000065775e+00,4.059999999999999609e+00,3.540000000000000036e+00
1.197876000000178465e+00,4.059999999999999609e+00,3.620000000000000107e+00
1.214508000000023458e+00,3.759999999999999787e+00,3.600000000000000089e+00
1.231139999999868451e+00,3.720000000000000195e+00,3.600000000000000089e+00
1.247741000000132772e+00,3.759999999999999787e+00,3.660000000000000142e+00
1.264373999999861553e+00,3.700000000000000178e+00,3.560000000000000053e+00
1.280975000000125874e+00,3.720000000000000195e+00,3.520000000000000018e+00
1.297638000000006286e+00,3.680000000000000160e+00,3.620000000000000107e+00
1.314421999999922264e+00,3.779999999999999805e+00,3.640000000000000124e+00
1.331054000000222004e+00,3.819999999999999840e+00,3.620000000000000107e+00
1.347686999999950785e+00,3.819999999999999840e+00,3.620000000000000107e+00
1.364227000000028056e+00,3.839999999999999858e+00,3.620000000000000107e+00
1.380980999999792402e+00,3.879999999999999893e+00,3.459999999999999964e+00
1.397551999999905092e+00,3.060000000000000053e+00,2.359999999999999876e+00
1.414184000000204833e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.430754999999862775e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.447540000000117288e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.464110999999775231e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.480712999999923341e+00,3.259999999999999787e+00,0.000000000000000000e+00
1.497314000000187661e+00,3.459999999999999964e+00,2.959999999999999964e+00
1.514067999999952008e+00,3.700000000000000178e+00,3.640000000000000124e+00
1.530760999999984051e+00,3.879999999999999893e+00,3.600000000000000089e+00
1.547394000000167580e+00,3.799999999999999822e+00,3.640000000000000124e+00
1.563994999999977153e+00,3.799999999999999822e+00,3.600000000000000089e+00
1.580504999999902793e+00,3.819999999999999840e+00,3.640000000000000124e+00
1.597107000000050903e+00,3.819999999999999840e+00,3.660000000000000142e+00
1.613952000000153930e+00,3.819999999999999840e+00,3.660000000000000142e+00
1.630462000000079570e+00,3.779999999999999805e+00,3.660000000000000142e+00
1.647063999999772932e+00,3.799999999999999822e+00,3.640000000000000124e+00
1.663879000000179076e+00,3.799999999999999822e+00,3.680000000000000160e+00
1.680389000000104716e+00,3.819999999999999840e+00,3.779999999999999805e+00
1.696990999999798078e+00,3.959999999999999964e+00,3.620000000000000107e+00
1.713561999999910768e+00,3.859999999999999876e+00,3.680000000000000160e+00
1.730223999999907392e+00,4.000000000000000000e+00,3.640000000000000124e+00
1.746764999999868451e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.763335999999981141e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.780212000000119588e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.796843999999964581e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.813751000000138447e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.830108000000109314e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.846770999999989726e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.863342000000102416e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.879943999999795778e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.896788999999898806e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.913147000000208209e+00,2.419999999999999929e+00,3.080000000000000071e+00
1.929962000000159605e+00,3.120000000000000107e+00,3.379999999999999893e+00
1.946655000000191649e+00,3.339999999999999858e+00,3.399999999999999911e+00
1.963196000000152708e+00,3.259999999999999787e+00,3.680000000000000160e+00
1.979858000000149332e+00,3.160000000000000142e+00,3.759999999999999787e+00
1.996489999999994325e+00,3.279999999999999805e+00,3.600000000000000089e+00
2.013030999999955384e+00,3.259999999999999787e+00,3.680000000000000160e+00
2.029754000000139058e+00,3.299999999999999822e+00,3.640000000000000124e+00
2.046264000000064698e+00,3.259999999999999787e+00,3.799999999999999822e+00
2.062957999999980530e+00,3.379999999999999893e+00,3.799999999999999822e+00
2.079651000000012573e+00,3.500000000000000000e+00,3.779999999999999805e+00
2.096832000000176777e+00,3.459999999999999964e+00,3.660000000000000142e+00
2.112915000000157306e+00,3.419999999999999929e+00,3.740000000000000213e+00
2.129577000000153930e+00,3.459999999999999964e+00,3.640000000000000124e+00
2.146118000000114989e+00,3.479999999999999982e+00,3.740000000000000213e+00
2.162749999999959982e+00,3.540000000000000036e+00,3.660000000000000142e+00
2.179504000000179076e+00,3.580000000000000071e+00,3.620000000000000107e+00
2.196074999999837019e+00,3.600000000000000089e+00,3.620000000000000107e+00
2.212738000000172178e+00,3.580000000000000071e+00,3.600000000000000089e+00
2.229308999999830121e+00,3.520000000000000018e+00,3.600000000000000089e+00
2.245879999999942811e+00,3.540000000000000036e+00,3.399999999999999911e+00
2.262725999999929627e+00,3.459999999999999964e+00,3.419999999999999929e+00
2.279297000000042317e+00,3.439999999999999947e+00,3.399999999999999911e+00
2.295928999999887310e+00,3.379999999999999893e+00,3.379999999999999893e+00
2.312500000000000000e+00,3.180000000000000160e+00,3.399999999999999911e+00
2.329193000000032043e+00,3.319999999999999840e+00,3.520000000000000018e+00
2.345793999999841617e+00,3.359999999999999876e+00,3.439999999999999947e+00
2.362364999999954307e+00,3.319999999999999840e+00,3.459999999999999964e+00
2.379027999999834719e+00,3.299999999999999822e+00,3.459999999999999964e+00
2.395751999999902182e+00,3.299999999999999822e+00,3.459999999999999964e+00
2.412230999999792402e+00,3.240000000000000213e+00,3.419999999999999929e+00
2.429016000000046915e+00,3.240000000000000213e+00,3.240000000000000213e+00
2.445587000000159605e+00,3.220000000000000195e+00,3.279999999999999805e+00
2.462310999999772321e+00,3.200000000000000178e+00,3.299999999999999822e+00
2.478881999999885011e+00,3.200000000000000178e+00,3.299999999999999822e+00
2.496001999999862164e+00,3.220000000000000195e+00,3.319999999999999840e+00
2.512114999999994325e+00,3.200000000000000178e+00,3.259999999999999787e+00
2.528839000000061787e+00,3.220000000000000195e+00,3.279999999999999805e+00
2.545348999999987427e+00,3.220000000000000195e+00,3.279999999999999805e+00
2.561980999999832420e+00,3.240000000000000213e+00,3.259999999999999787e+00
2.578673999999864463e+00,3.220000000000000195e+00,3.259999999999999787e+00
2.595488999999815860e+00,3.240000000000000213e+00,3.240000000000000213e+00
2.611999000000196247e+00,3.240000000000000213e+00,3.419999999999999929e+00
2.628691999999773543e+00,3.259999999999999787e+00,3.419999999999999929e+00
2.645233000000189350e+00,3.319999999999999840e+00,3.439999999999999947e+00
2.661926000000221393e+00,3.319999999999999840e+00,3.459999999999999964e+00
2.678467000000182452e+00,3.319999999999999840e+00,3.439999999999999947e+00
2.695220999999946798e+00,3.339999999999999858e+00,3.459999999999999964e+00
2.711792000000059488e+00,3.220000000000000195e+00,3.359999999999999876e+00
2.728423999999904481e+00,3.240000000000000213e+00,3.240000000000000213e+00
2.744995000000017171e+00,3.399999999999999911e+00,3.220000000000000195e+00
2.761719000000084634e+00,3.419999999999999929e+00,3.319999999999999840e+00
2.778381000000081258e+00,3.399999999999999911e+00,3.379999999999999893e+00
2.795317999999952008e+00,3.419999999999999929e+00,3.399999999999999911e+00
2.811644999999771244e+00,3.439999999999999947e+00,3.419999999999999929e+00
2.828246999999919353e+00,3.459999999999999964e+00,3.419999999999999929e+00
2.844879000000219094e+00,3.479999999999999982e+00,3.419999999999999929e+00
2.861542000000099506e+00,3.479999999999999982e+00,3.439999999999999947e+00
2.878113000000212196e+00,3.500000000000000000e+00,3.459999999999999964e+00
2.894866999999976542e+00,3.500000000000000000e+00,3.439999999999999947e+00
2.911621000000195636e+00,3.500000000000000000e+00,3.459999999999999964e+00
2.928131000000121276e+00,3.479999999999999982e+00,3.520000000000000018e+00
2.944701999999779218e+00,3.520000000000000018e+00,3.500000000000000000e+00
2.961334000000078959e+00,3.459999999999999964e+00,3.500000000000000000e+00
2.977996999999959371e+00,3.439999999999999947e+00,3.520000000000000018e+00
2.994720000000143045e+00,3.399999999999999911e+00,3.459999999999999964e+00
3.011290999999800988e+00,3.399999999999999911e+00,3.439999999999999947e+00
3.027923000000100728e+00,3.359999999999999876e+00,3.359999999999999876e+00
3.044464000000061787e+00,3.220000000000000195e+00,3.399999999999999911e+00
3.061279000000013184e+00,3.299999999999999822e+00,3.399999999999999911e+00
3.077850000000125874e+00,3.339999999999999858e+00,3.319999999999999840e+00
3.094574000000193337e+00,3.319999999999999840e+00,3.379999999999999893e+00
3.111113999999815860e+00,3.319999999999999840e+00,3.299999999999999822e+00
3.127806999999847903e+00,3.319999999999999840e+00,3.339999999999999858e+00
3.144347999999808962e+00,3.180000000000000160e+00,3.120000000000000107e+00
3.160949000000073283e+00,3.040000000000000036e+00,3.140000000000000124e+00
3.177611999999953696e+00,3.000000000000000000e+00,3.279999999999999805e+00
3.194336000000021158e+00,2.979999999999999982e+00,3.220000000000000195e+00
3.210876000000098429e+00,3.100000000000000089e+00,3.379999999999999893e+00
3.227660999999898195e+00,3.140000000000000124e+00,3.220000000000000195e+00
3.244200999999975465e+00,3.180000000000000160e+00,3.279999999999999805e+00
3.260894999999891297e+00,3.180000000000000160e+00,3.259999999999999787e+00
3.277527000000191038e+00,3.020000000000000018e+00,3.279999999999999805e+00
3.294554999999945721e+00,3.060000000000000053e+00,3.220000000000000195e+00
3.310730000000148721e+00,3.180000000000000160e+00,3.339999999999999858e+00
3.327514000000064698e+00,3.160000000000000142e+00,3.240000000000000213e+00
3.343962999999803287e+00,3.120000000000000107e+00,3.240000000000000213e+00
3.360564999999951397e+00,3.160000000000000142e+00,3.240000000000000213e+00
3.377227999999831809e+00,3.140000000000000124e+00,3.240000000000000213e+00
3.394042999999783206e+00,3.120000000000000107e+00,3.180000000000000160e+00
3.410582999999860476e+00,3.140000000000000124e+00,3.180000000000000160e+00
3.427246000000195636e+00,3.140000000000000124e+00,3.220000000000000195e+00
3.443816999999853579e+00,3.180000000000000160e+00,3.220000000000000195e+00
3.460571000000072672e+00,3.180000000000000160e+00,3.240000000000000213e+00
3.477112000000033731e+00,3.140000000000000124e+00,3.419999999999999929e+00
3.494446000000152708e+00,3.200000000000000178e+00,3.339999999999999858e+00
3.510345000000143045e+00,3.020000000000000018e+00,2.899999999999999911e+00
3.527038000000175089e+00,3.259999999999999787e+00,3.180000000000000160e+00
3.543608999999833031e+00,3.220000000000000195e+00,3.399999999999999911e+00
3.560332999999900494e+00,3.220000000000000195e+00,3.419999999999999929e+00
3.576965000000200234e+00,3.220000000000000195e+00,3.359999999999999876e+00
3.593811000000187050e+00,3.240000000000000213e+00,3.359999999999999876e+00
3.610228999999890220e+00,3.279999999999999805e+00,3.419999999999999929e+00
3.626861000000189961e+00,3.299999999999999822e+00,3.439999999999999947e+00
