time,right pupil diameter,left pupil diameter
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.675399999999171996e-02,5.480000000000000426e+00,3.580000000000000071e+00
3.323299999999562715e-02,5.179999999999999716e+00,3.660000000000000142e+00
4.986499999999693955e-02,5.120000000000000107e+00,3.580000000000000071e+00
6.646699999998872954e-02,5.040000000000000036e+00,3.459999999999999964e+00
8.318999999998766270e-02,4.860000000000000320e+00,3.620000000000000107e+00
9.966999999998904514e-02,4.759999999999999787e+00,3.500000000000000000e+00
1.164549999999877627e-01,4.759999999999999787e+00,3.439999999999999947e+00
1.330559999999962884e-01,4.580000000000000071e+00,3.339999999999999858e+00
1.497189999999903876e-01,4.459999999999999964e+00,3.479999999999999982e+00
1.663809999999870115e-01,4.620000000000000107e+00,3.279999999999999805e+00
1.831359999999904176e-01,4.759999999999999787e+00,3.560000000000000053e+00
1.997369999999989432e-01,4.839999999999999858e+00,3.600000000000000089e+00
2.162779999999884240e-01,4.719999999999999751e+00,3.660000000000000142e+00
2.329709999999920456e-01,4.820000000000000284e+00,3.640000000000000124e+00
2.495419999999910488e-01,4.919999999999999929e+00,3.640000000000000124e+00
2.661739999999923612e-01,4.879999999999999893e+00,3.680000000000000160e+00
2.828059999999936736e-01,4.900000000000000355e+00,3.640000000000000124e+00
2.994989999999972952e-01,4.860000000000000320e+00,3.580000000000000071e+00
3.162229999999937036e-01,4.700000000000000178e+00,3.680000000000000160e+00
3.327939999999927068e-01,4.839999999999999858e+00,3.720000000000000195e+00
3.493949999999870215e-01,4.799999999999999822e+00,3.759999999999999787e+00
3.660269999999883339e-01,4.820000000000000284e+00,3.759999999999999787e+00
3.827819999999917400e-01,4.839999999999999858e+00,3.720000000000000195e+00
3.992919999999884340e-01,4.820000000000000284e+00,3.779999999999999805e+00
4.158629999999874371e-01,5.040000000000000036e+00,3.839999999999999858e+00
4.327079999999909887e-01,4.940000000000000391e+00,3.799999999999999822e+00
4.491269999999900620e-01,5.019999999999999574e+00,3.799999999999999822e+00
4.659109999999913043e-01,5.019999999999999574e+00,3.799999999999999822e+00
4.826349999999877127e-01,5.040000000000000036e+00,3.799999999999999822e+00
4.991449999999986176e-01,4.900000000000000355e+00,3.799999999999999822e+00
5.157769999999999300e-01,5.120000000000000107e+00,3.819999999999999840e+00
5.325619999999986476e-01,5.120000000000000107e+00,3.839999999999999858e+00
5.489799999999860347e-01,5.120000000000000107e+00,3.799999999999999822e+00
5.656429999999943448e-01,5.040000000000000036e+00,3.799999999999999822e+00
5.823049999999909687e-01,5.120000000000000107e+00,3.819999999999999840e+00
5.989069999999969696e-01,5.120000000000000107e+00,3.799999999999999822e+00
6.155089999999887596e-01,5.080000000000000071e+00,3.819999999999999840e+00
6.322629999999946904e-01,5.139999999999999680e+00,3.839999999999999858e+00
6.488949999999960028e-01,5.099999999999999645e+00,3.680000000000000160e+00
6.655269999999973152e-01,4.980000000000000426e+00,3.839999999999999858e+00
6.822499999999962483e-01,4.839999999999999858e+00,3.839999999999999858e+00
6.987909999999999400e-01,4.940000000000000391e+00,3.859999999999999876e+00
7.154839999999893507e-01,4.919999999999999929e+00,3.899999999999999911e+00
7.320549999999883539e-01,5.000000000000000000e+00,3.919999999999999929e+00
7.487789999999989732e-01,4.959999999999999964e+00,3.899999999999999911e+00
7.652579999999886695e-01,4.980000000000000426e+00,3.979999999999999982e+00
7.819209999999969796e-01,4.959999999999999964e+00,3.979999999999999982e+00
7.986449999999933880e-01,4.959999999999999964e+00,3.979999999999999982e+00
8.152459999999877027e-01,4.940000000000000391e+00,4.000000000000000000e+00
8.318779999999890151e-01,4.919999999999999929e+00,3.879999999999999893e+00
8.486319999999949459e-01,4.900000000000000355e+00,3.899999999999999911e+00
8.651119999999963284e-01,4.980000000000000426e+00,3.919999999999999929e+00
8.818659999999880483e-01,4.940000000000000391e+00,3.859999999999999876e+00
8.984069999999917400e-01,4.919999999999999929e+00,3.899999999999999911e+00
9.150079999999860547e-01,4.900000000000000355e+00,3.879999999999999893e+00
9.316399999999873671e-01,4.860000000000000320e+00,3.939999999999999947e+00
9.482719999999886795e-01,4.980000000000000426e+00,3.899999999999999911e+00
9.650259999999946103e-01,4.860000000000000320e+00,3.879999999999999893e+00
9.816889999999887095e-01,4.919999999999999929e+00,3.879999999999999893e+00
9.983519999999970196e-01,4.919999999999999929e+00,3.959999999999999964e+00
1.014861999999993714e+00,4.959999999999999964e+00,3.979999999999999982e+00
1.031645999999994956e+00,4.980000000000000426e+00,3.979999999999999982e+00
1.048155999999991650e+00,4.919999999999999929e+00,4.000000000000000000e+00
1.064879999999988058e+00,4.959999999999999964e+00,4.000000000000000000e+00
1.081419999999994275e+00,4.919999999999999929e+00,4.000000000000000000e+00
1.098021999999986065e+00,4.940000000000000391e+00,4.000000000000000000e+00
1.114775999999991996e+00,4.940000000000000391e+00,4.000000000000000000e+00
1.131407999999993308e+00,4.980000000000000426e+00,3.979999999999999982e+00
1.148039999999994620e+00,5.000000000000000000e+00,3.799999999999999822e+00
