time,x,y
0.000000000000000000e+00,6.458125000000000115e-01,-3.849999999999997868e-02
1.660099999998010389e-02,8.263020833333333259e-01,-4.774861111111110556e-01
3.323399999999310239e-02,8.328229166666666350e-01,-4.587361111111110112e-01
4.983499999997320629e-02,8.378854166666667158e-01,-4.323055555555554985e-01
6.662000000000034561e-02,8.332291666666666874e-01,-4.183472222222222037e-01
8.312999999998282874e-02,8.343645833333332984e-01,-4.218333333333332824e-01
9.973099999996293263e-02,8.309687500000000338e-01,-4.083472222222221948e-01
1.165159999999900720e-01,8.398645833333333588e-01,-4.051250000000001794e-01
1.332400000000006912e-01,8.369583333333333597e-01,-4.014999999999999680e-01
1.497799999999642750e-01,8.378854166666667158e-01,-3.940138888888888857e-01
1.663819999999986976e-01,8.310208333333333197e-01,-3.962499999999999911e-01
1.829529999999977008e-01,8.425624999999999920e-01,-3.882222222222222463e-01
1.995850000000132241e-01,8.688124999999999876e-01,-3.942499999999999893e-01
2.162169999999719039e-01,8.495416666666666394e-01,-3.822638888888889586e-01
2.328489999999874271e-01,8.576250000000000817e-01,-3.803749999999999076e-01
2.494509999999650063e-01,8.584687500000000027e-01,-3.772500000000000853e-01
2.661739999999781503e-01,8.701875000000000027e-01,-3.674305555555554825e-01
2.828059999999936736e-01,8.542187499999999156e-01,-3.679722222222223671e-01
2.994689999999877728e-01,8.487604166666665728e-01,-3.677083333333333037e-01
3.161010000000032960e-01,8.534687499999999982e-01,-3.592638888888888271e-01
3.327019999999833999e-01,8.515208333333333934e-01,-3.604166666666666075e-01
3.493649999999774991e-01,8.479687499999999378e-01,-3.590972222222221788e-01
3.659969999999930224e-01,8.539062499999999778e-01,-3.551111111111109331e-01
3.825989999999706015e-01,8.556770833333333659e-01,-3.563750000000001084e-01
3.992000000000075488e-01,8.570208333333333428e-01,-3.519166666666666554e-01
4.159539999999992688e-01,8.571874999999999911e-01,-3.484444444444443345e-01
4.326169999999933680e-01,8.626666666666665817e-01,-3.425972222222222197e-01
4.492490000000088912e-01,8.619375000000000231e-01,-3.422499999999999432e-01
4.658200000000078944e-01,6.744999999999999885e-01,-9.168888888888890865e-01
4.824830000000019936e-01,9.113437500000000080e-01,-3.063611111111110841e-01
4.990839999999820975e-01,9.096979166666666616e-01,-3.093888888888889355e-01
5.156859999999596766e-01,9.081562499999999982e-01,-3.053749999999999520e-01
5.323179999999751999e-01,9.062187500000000728e-01,-3.110555555555556406e-01
5.489499999999907232e-01,9.074687499999999352e-01,-3.076388888888887951e-01
5.655519999999683023e-01,9.073645833333333632e-01,-3.095833333333333215e-01
5.823359999999979664e-01,9.069687500000001013e-01,-3.121944444444444411e-01
5.989680000000134896e-01,9.064895833333334041e-01,-3.168472222222222801e-01
6.155699999999910688e-01,9.051249999999999574e-01,-3.146388888888889124e-01
6.322629999999662687e-01,9.064791666666667247e-01,-3.116250000000000409e-01
6.488339999999652719e-01,9.071562499999999973e-01,-3.026666666666666394e-01
6.654359999999996944e-01,6.896145833333332531e-01,-8.875694444444444109e-01
6.820369999999797983e-01,6.894062499999999982e-01,-8.834583333333332344e-01
6.986999999999738975e-01,6.888854166666666945e-01,-8.841805555555555252e-01
